recall,ndcg,precision,map,modelname
0.1030334908,0.1679684741,0.1528101803,0.04209197684,attention|single_linear|weighted
0.1030456262,0.1694879891,0.1571580064,0.04208074481,degree_norm|single_linear|attention
0.1032412292,0.1679475158,0.1580063627,0.0399807011,attention|direct|mean
0.09642731037,0.1564288551,0.1408271474,0.03961595739,degree_norm|single_linear|weighted
0.09992596651,0.165779467,0.153552492,0.03945301318,attention|single_linear|attention
0.09995931436,0.1651061201,0.1537645811,0.03925786627,attention|direct|attention
0.09791167521,0.1616637114,0.1479321315,0.03878049769,attention|single_linear|mean
0.09731290027,0.1598246602,0.1479321315,0.0382720086,degree_norm|single_linear|mean
0.09566024264,0.1559297819,0.1442205726,0.0366106795,degree_norm|direct|mean
0.09252164922,0.1526035338,0.141145281,0.0365198463,degree_norm|multi_linear|attention
0.09511245067,0.1586154702,0.149416755,0.03622416428,attention|multi_linear|attention
0.08482690183,0.1391900291,0.1324496288,0.03169786323,attention|multi_linear|weighted
0.08442830942,0.1388214369,0.1310710498,0.03135107773,attention|multi_linear|mean
0.08190818843,0.1345828403,0.1235418876,0.03111363706,attention|direct|weighted
0.0779050859,0.1331388695,0.1256627784,0.02894573463,degree_norm|multi_linear|mean
0.0695103612,0.1120685642,0.1049840933,0.02411450809,degree_norm|multi_linear|weighted
0.06568192243,0.1100982053,0.1061505832,0.02301435768,degree_norm|single_linear|concat
0.06485229083,0.1095067429,0.1073170732,0.02211281865,degree_norm|multi_linear|concat
0.05544183335,0.0894339896,0.08706256628,0.018031416,attention|multi_linear|concat
0.05382796507,0.0860671189,0.08324496288,0.017425576,degree_norm|direct|attention
0.04962588165,0.08476028078,0.08409331919,0.01542972505,attention|single_linear|concat
0.02463525379,0.04341851037,0.04390243902,0.00654036087,degree_norm|direct|weighted
0.02181007195,0.04101848081,0.04316012725,0.0057742193,degree_norm|direct|concat
0.02239355906,0.03569665333,0.03764581124,0.005354704388,attention|direct|concat
